judge_model,interpretations_model,methode,song,halluzination_score,tiefe_score,beste_interpretation
openai,deepseek,standard,Du fehlst - Die Toten Hosen (2012),5.0,3.6,3
openai,openai,standard,Do You Remember - Jay Sean feat. Sean Paul & Lil Jon (2009),3.4,3.6,4
openai,llama,standard,Es geht mir gut - Westernhagen (1994),5.0,4.2,4
openai,openai,standard,Let's Get Together Soon - Dusty Springfield (1970),3.8,2.6,3
openai,deepseek,standard,The Flat Foot Floogee - Louis Armstrong (1954),1.0,2.0,1
openai,deepseek,standard,See Emily Play - Pink Floyd (1967),1.0,2.2,3
openai,deepseek,standard,I Cried for You - Ray Charles (1964),4.2,4.0,2
openai,openai,standard,Pay The Man - The Offspring (1998),5.0,4.2,3
openai,deepseek,standard,Mama Told Me Not To Come - Wilson Pickett (1971),4.6,3.6,3
openai,llama,standard,Without Love - Dina Carroll (1999),5.0,4.0,3
openai,deepseek,standard,Worth It All - Jay Sean (2013),5.0,3.2,2
openai,llama,standard,Heart of Stone - The Platters (1956),2.2,3.0,1
openai,deepseek,standard,Skipping Like A Stone - The Chemical Brothers feat. Beck (2023),3.0,4.2,4
openai,openai,standard,When You Give It Away - Bruce Cockburn (1999),1.0,2.6,1
openai,deepseek,standard,Yesterday When I Was Young - Charles Aznavour (1969),4.8,4.2,1
openai,llama,standard,Sie - Manfred Mann (1964),5.0,3.0,4
openai,deepseek,standard,Sea Song - Tears For Fears (1985),5.0,4.0,3
openai,llama,standard,Fellow Hoodlums - Deacon Blue (1991),2.8,3.4,3
openai,openai,standard,I Had This Thing - Röyksopp feat. Jamie Irrepressible (2014),4.0,3.6,3
openai,deepseek,standard,Pay The Man - The Offspring (1998),2.0,2.2,5
openai,llama,standard,Scratch My Back - Slade (1976),1.0,1.0,3
openai,openai,standard,Coffee - Kelly Rowland (2020),5.0,3.6,2
openai,llama,standard,Ein Festival der Liebe - Jürgen Marcus (1972),3.2,3.8,1
openai,openai,standard,Sea Song - Tears For Fears (1985),5.0,4.2,3
openai,llama,standard,Smoke Dreams - k.d. lang (1997),1.8,2.8,1
openai,openai,standard,Smoke Dreams - k.d. lang (1997),1.0,2.0,4
openai,llama,standard,Dick and Jane - Bobby Vinton (1974),5.0,4.0,1
openai,llama,standard,Wait - Martin Jensen feat. Loote (2017),4.0,2.0,1
openai,openai,standard,I Know - Vanilla Ninja (2005),1.6,3.4,1
openai,deepseek,standard,Teach Me Tonight - Neil Diamond (1988),1.0,2.0,1
openai,openai,standard,Blessed Assurance - Burl Ives (1950),4.2,3.8,1
openai,openai,standard,Light My Fire - Bananafishbones (2002),1.0,2.0,
openai,llama,standard,When You Give It Away - Bruce Cockburn (1999),2.0,3.6,1
openai,llama,standard,Dance Only With Me - Perry Como (1958),1.0,2.4,1
openai,openai,standard,Here I Go Again - Blue System (1995),5.0,4.2,1
openai,deepseek,standard,Breaking My Heart - Richard Marx (2022),2.8,2.8,1
openai,llama,standard,Breaking My Heart - Richard Marx (2022),5.0,3.4,2
openai,llama,standard,Here I Go Again - Blue System (1995),3.0,3.0,3
openai,llama,standard,Time Immemorial - Crowded House (1990),1.0,2.0,
openai,openai,standard,The World Is Waiting For Sunrise - Les Paul & Mary Ford (1951),4.4,2.6,4
openai,llama,standard,The Flat Foot Floogee - Louis Armstrong (1954),1.0,1.0,"keine – alle Interpretationen weisen identische, stark halluzinierte und oberflächliche Analysen auf"
openai,deepseek,standard,Here I Go Again - Blue System (1995),5.0,4.2,5
openai,deepseek,standard,From Small Things (Big Things One Day Come) - Bruce Springsteen (2003),2.8,3.8,2
openai,deepseek,standard,It’s Alright - The Osmonds (1973),5.0,2.0,1
openai,llama,standard,Du fehlst - Die Toten Hosen (2012),4.2,4.0,2
openai,llama,standard,Do You Remember - Jay Sean feat. Sean Paul & Lil Jon (2009),3.8,3.8,3
openai,llama,standard,Clues - Godley & Creme (1979),2.4,2.2,1
openai,deepseek,standard,I Had This Thing - Röyksopp feat. Jamie Irrepressible (2014),5.0,4.2,4
openai,deepseek,standard,Arschgesicht - Udo Lindenberg (1996),5.0,2.6,2
openai,llama,standard,The Time Of The Turning (Reprise) / The Weavers Reel - Peter Gabriel (2000),4.2,3.6,1
openai,openai,standard,Dance Dance Dance - Arabesque (1983),1.8,2.6,5
openai,openai,standard,Skipping Like A Stone - The Chemical Brothers feat. Beck (2023),4.2,4.0,2
openai,deepseek,standard,"Get In, Fit In - Ciara (2007)",4.8,3.2,5
openai,llama,standard,Before You Leave - Kurt Nilsen (2004),5.0,4.4,2
openai,deepseek,standard,Es geht mir gut - Westernhagen (1994),1.4,1.8,3
openai,llama,standard,Argue - Matchbox 20 (1996),5.0,3.4,5
openai,openai,standard,Welcome to the Big Room - Neil Young (2015),1.0,2.0,1
openai,deepseek,standard,Ship Of Fools - World Party (1987),3.4,3.4,3
openai,deepseek,standard,Light My Fire - Bananafishbones (2002),1.0,2.0,2
openai,openai,standard,You Are The Reason - Air Supply (2001),5.0,4.8,2
openai,deepseek,standard,Timeless - Drunken Tiger feat. BTS (2018),2.0,2.2,5
openai,llama,standard,All I Need - Heather Nova (2003),2.0,2.0,3
openai,openai,standard,Time Immemorial - Crowded House (1990),4.4,3.8,3
openai,deepseek,standard,One Day Tomorrow - Edgar Winter (1975),5.0,2.0,3
openai,openai,standard,Dick and Jane - Bobby Vinton (1974),5.0,3.4,1
openai,deepseek,standard,Drunk On Love - Basia (1994),2.0,3.0,5
openai,llama,standard,Sleepy Time Gal - Bing Crosby (1953),4.0,4.0,3
openai,deepseek,standard,Easy (Switch Screens) - Son Lux feat. Lorde (2014),1.0,2.0,5
openai,deepseek,standard,Planetarium - Covenant (1997),5.0,4.0,2
openai,openai,standard,Timeless - Drunken Tiger feat. BTS (2018),3.6,3.8,1
openai,openai,standard,That Old Black Magic - Sam The Sham & The Pharaohs (1965),5.0,4.2,2
openai,deepseek,standard,"Stay (Far Away, So Close) - Gregorian (2012)",5.0,3.6,1
openai,llama,standard,Sternengold und Silbermond - Peter Alexander (1962),1.0,2.0,3
openai,openai,standard,Ride It - Jay Sean (2007),5.0,5.0,3
openai,deepseek,standard,Scratch My Back - Slade (1976),5.0,3.8,5
openai,deepseek,standard,"My Life - Nat ""King"" Cole (1960)",5.0,4.4,4
openai,openai,standard,I Cried for You - Ray Charles (1964),5.0,3.6,5
openai,deepseek,standard,Ein Haus aus den Knochen von Cary Grant - Foyer Des Arts (1984),4.2,3.0,4
openai,llama,standard,4:am Forever - Lostprophets (2006),5.0,3.0,1
openai,deepseek,standard,Sauerkrautpolka - Gus Backus (1961),4.4,2.8,1
openai,llama,standard,Number One - Laid Back (2019),4.6,2.0,4
openai,deepseek,standard,Number One - Laid Back (2019),4.0,2.0,1
openai,llama,standard,Eye Of The Storm - Pseudo Echo (1989),5.0,4.0,1
openai,deepseek,standard,Circus Of Death - Project Pitchfork (1993),5.0,4.0,3
openai,llama,standard,Ale Ale - Capital Bra (2023),2.4,3.6,5
openai,openai,standard,Breakout - Beverley Knight (2009),5.0,4.0,1
openai,llama,standard,The World Is Waiting For Sunrise - Les Paul & Mary Ford (1951),1.0,2.0,3
openai,llama,standard,"Turn, Turn, Turn - The Simon Sisters (1966)",2.8,3.8,1
openai,openai,standard,Scratch My Back - Slade (1976),5.0,4.6,3
openai,openai,standard,Yesterday When I Was Young - Charles Aznavour (1969),5.0,5.0,1
openai,deepseek,standard,Blessed Assurance - Burl Ives (1950),3.4,3.0,4
openai,deepseek,standard,Thank Me Now - Drake (2010),3.2,3.8,1
openai,deepseek,standard,Wait - Martin Jensen feat. Loote (2017),5.0,3.4,"[1, 5]"
openai,deepseek,standard,Dick and Jane - Bobby Vinton (1974),4.6,2.2,1
openai,openai,standard,Circus Of Death - Project Pitchfork (1993),1.0,1.8,3
openai,deepseek,standard,Argue - Matchbox 20 (1996),3.8,4.0,4
openai,llama,standard,Somewhere My Love - Roger Whittaker (1982),4.4,3.4,1
openai,llama,standard,Timeless - Drunken Tiger feat. BTS (2018),4.6,3.2,5
openai,openai,standard,Uns geht's gut - And One (1997),3.0,2.4,4
openai,openai,standard,"Get In, Fit In - Ciara (2007)",5.0,3.4,3
openai,openai,standard,Sing to Me Mr. C - Perry Como (1962),1.0,2.0,
openai,openai,standard,You Belong To Me - Rick Astley (2005),1.2,3.2,2
openai,deepseek,standard,Drinks & Clout - Fler feat. Bass Sultan Hengzt (2021),5.0,3.6,3
openai,llama,standard,Battles - In Flames (2016),3.6,3.4,3
openai,openai,standard,From Small Things (Big Things One Day Come) - Bruce Springsteen (2003),1.8,2.8,1
openai,openai,standard,One Day Tomorrow - Edgar Winter (1975),1.0,2.4,3
openai,llama,standard,Streets of Fear - Hawkwind (1981),4.2,3.8,3
openai,deepseek,standard,All That Meat and Potatoes - Louis Armstrong (1955),5.0,2.0,1
openai,openai,standard,Spirits' Masquerade - Leaves' Eyes (2011),5.0,3.0,2
openai,deepseek,standard,Where Do We Go From Here - Charles & Eddie (1992),4.8,3.8,1
openai,llama,standard,Drunk On Love - Basia (1994),5.0,3.4,1
openai,openai,standard,Sauerkrautpolka - Gus Backus (1961),1.0,2.4,3
openai,openai,standard,A Reason - Circ (2004),5.0,4.0,1
openai,llama,standard,"Reise, Reise - Rammstein (2004)",4.6,2.2,4
openai,deepseek,standard,Leg die Knarre weg - Udo Jürgens (1958),1.4,2.2,2
openai,deepseek,standard,Breakout - Beverley Knight (2009),5.0,4.2,4
openai,llama,standard,Light My Fire - Bananafishbones (2002),1.0,2.0,2
openai,deepseek,standard,Let's Get Together Soon - Dusty Springfield (1970),4.8,3.8,2
openai,openai,standard,Wait - Martin Jensen feat. Loote (2017),5.0,4.2,4
openai,deepseek,standard,You Are The Reason - Air Supply (2001),5.0,4.4,4
openai,llama,standard,"Stay (Far Away, So Close) - Gregorian (2012)",5.0,4.2,3
openai,deepseek,standard,You Belong To Me - Rick Astley (2005),4.6,3.2,3
openai,llama,standard,Sauerkrautpolka - Gus Backus (1961),4.0,3.0,3
openai,llama,standard,"Get In, Fit In - Ciara (2007)",4.6,3.8,1
openai,llama,standard,Wahre Liebe - Westernhagen (2014),5.0,4.0,2
openai,llama,standard,Blessed Assurance - Burl Ives (1950),5.0,4.0,2
openai,deepseek,standard,Sie - Manfred Mann (1964),3.0,3.4,5
openai,llama,standard,One Day Tomorrow - Edgar Winter (1975),4.8,3.0,2
openai,openai,standard,Heart of Stone - The Platters (1956),4.4,4.0,3
openai,llama,standard,From Small Things (Big Things One Day Come) - Bruce Springsteen (2003),4.0,3.4,1
openai,llama,standard,You Know I Miss You - Fats Domino (1952),3.8,3.2,3
openai,deepseek,standard,Do You Remember - Jay Sean feat. Sean Paul & Lil Jon (2009),4.8,3.8,1
openai,llama,standard,Skipping Like A Stone - The Chemical Brothers feat. Beck (2023),5.0,3.4,1
openai,openai,standard,Leg die Knarre weg - Udo Jürgens (1958),4.8,4.0,5
openai,openai,standard,Got To Give It Up - Marvin Gaye (1977),2.8,3.8,4
openai,openai,standard,Mama Told Me Not To Come - Wilson Pickett (1971),1.0,2.0,5
openai,openai,standard,Clues - Godley & Creme (1979),5.0,3.6,4
openai,llama,standard,Spirits' Masquerade - Leaves' Eyes (2011),1.2,2.2,1
openai,deepseek,standard,Sternengold und Silbermond - Peter Alexander (1962),1.4,2.4,3
openai,deepseek,standard,4:am Forever - Lostprophets (2006),3.2,3.0,5
openai,openai,standard,Drunk On Love - Basia (1994),4.8,2.2,3
openai,llama,standard,Hold Me - Brenda Lee (1961),4.4,3.4,1
openai,deepseek,standard,Ale Ale - Capital Bra (2023),4.6,2.4,4
openai,openai,standard,I Can't Stand The Rain - Seal (2008),5.0,3.8,1
openai,llama,standard,Coffee - Kelly Rowland (2020),4.8,4.2,4
openai,openai,standard,Ein Haus aus den Knochen von Cary Grant - Foyer Des Arts (1984),4.8,4.8,3
openai,deepseek,standard,Best Night - Justice Crew (2012),5.0,4.0,5
openai,openai,standard,'Til My Back Ain't Got No Bone - Tom Jones (2015),5.0,4.0,1
openai,deepseek,standard,Sing to Me Mr. C - Perry Como (1962),3.0,3.0,3
openai,openai,standard,"My Life - Nat ""King"" Cole (1960)",4.6,2.8,1
openai,openai,standard,Streets of Fear - Hawkwind (1981),5.0,4.0,3
openai,deepseek,standard,'Til My Back Ain't Got No Bone - Tom Jones (2015),3.0,3.0,3
openai,llama,standard,Ein Haus aus den Knochen von Cary Grant - Foyer Des Arts (1984),5.0,3.2,4
openai,deepseek,standard,Uns geht's gut - And One (1997),1.0,2.0,2
openai,deepseek,standard,When You Give It Away - Bruce Cockburn (1999),5.0,2.6,1
openai,llama,standard,Dance Dance Dance - Arabesque (1983),5.0,4.0,3
openai,llama,standard,Funny How Time Slips Away - Wanda Jackson (1963),1.0,2.0,Keine – alle Interpretationen weisen dieselbe (niedrige) Qualität auf.
openai,openai,standard,Drinks & Clout - Fler feat. Bass Sultan Hengzt (2021),4.4,3.6,3
openai,openai,standard,Eye Of The Storm - Pseudo Echo (1989),5.0,2.4,1
openai,deepseek,standard,Got To Give It Up - Marvin Gaye (1977),2.6,2.2,5
openai,openai,standard,Sternengold und Silbermond - Peter Alexander (1962),1.0,2.0,3
openai,deepseek,standard,Without Love - Dina Carroll (1999),5.0,4.0,3
openai,llama,standard,Teach Me Tonight - Neil Diamond (1988),5.0,4.0,3
openai,openai,standard,It’s Alright - The Osmonds (1973),1.0,2.4,4
openai,llama,standard,Breakout - Beverley Knight (2009),5.0,3.0,2
openai,deepseek,standard,Heavens Rain - Uriah Heep (2008),4.6,2.6,1
openai,deepseek,standard,Assistant's Cry - Yello (1980),5.0,2.0,1
openai,deepseek,standard,"Ich will – ich kann, I can – I will - Udo Jürgens (1986)",5.0,2.0,1
openai,deepseek,standard,Sleepy Time Gal - Bing Crosby (1953),4.6,3.0,2
openai,deepseek,standard,Dance Only With Me - Perry Como (1958),4.2,4.0,1
openai,openai,standard,Peggy's Kitchen Wall - Bruce Cockburn (1984),5.0,5.0,3
openai,openai,standard,Sie - Manfred Mann (1964),3.4,3.0,1
openai,llama,standard,See Emily Play - Pink Floyd (1967),2.4,2.8,1
openai,deepseek,standard,Somewhere My Love - Roger Whittaker (1982),5.0,3.6,1
openai,openai,standard,Home - Birdy (2013),5.0,3.2,1
openai,deepseek,standard,You Know I Miss You - Fats Domino (1952),4.2,3.0,2
openai,openai,standard,The Time Of The Turning (Reprise) / The Weavers Reel - Peter Gabriel (2000),5.0,4.0,3
openai,openai,standard,"Reise, Reise - Rammstein (2004)",4.8,5.0,1
openai,openai,standard,Somewhere My Love - Roger Whittaker (1982),5.0,4.2,3
openai,deepseek,standard,I Can't Stand The Rain - Seal (2008),5.0,4.0,1
openai,llama,standard,It’s Alright - The Osmonds (1973),2.0,3.0,3
openai,openai,standard,Argue - Matchbox 20 (1996),5.0,5.0,3
openai,openai,standard,See Emily Play - Pink Floyd (1967),1.0,2.0,1
openai,llama,standard,Leg die Knarre weg - Udo Jürgens (1958),4.8,2.2,1
openai,llama,standard,Welcome to the Big Room - Neil Young (2015),1.0,2.0,1
openai,openai,standard,Best Night - Justice Crew (2012),4.8,3.4,5
openai,openai,standard,Number One - Laid Back (2019),5.0,1.2,3
openai,llama,standard,Ship Of Fools - World Party (1987),4.2,3.0,1
openai,openai,standard,The Flat Foot Floogee - Louis Armstrong (1954),1.0,2.2,3
openai,llama,standard,Jekyll And Hyde - Judas Priest (2001),5.0,3.8,3
openai,deepseek,standard,Funny How Time Slips Away - Wanda Jackson (1963),3.2,3.2,3
openai,deepseek,standard,"Reise, Reise - Rammstein (2004)",4.8,2.8,1
openai,openai,standard,Where Do We Go From Here - Charles & Eddie (1992),3.6,3.4,3
openai,deepseek,standard,Everybody's Got Something To Hide Except Me And My Monkey - The Beatles (1968),1.0,2.0,3
openai,deepseek,standard,That Old Black Magic - Sam The Sham & The Pharaohs (1965),5.0,3.6,4
openai,openai,standard,All That Meat and Potatoes - Louis Armstrong (1955),1.0,2.0,3
openai,deepseek,standard,A Reason - Circ (2004),5.0,4.0,3
openai,openai,standard,"Stay (Far Away, So Close) - Gregorian (2012)",5.0,3.8,1
openai,openai,standard,Without Love - Dina Carroll (1999),3.8,2.0,5
openai,llama,standard,That Old Black Magic - Sam The Sham & The Pharaohs (1965),5.0,4.0,2
openai,llama,standard,Drinks & Clout - Fler feat. Bass Sultan Hengzt (2021),2.2,4.0,5
openai,deepseek,standard,Ein Festival der Liebe - Jürgen Marcus (1972),5.0,4.0,1
openai,deepseek,standard,Eye Of The Storm - Pseudo Echo (1989),1.0,2.0,3
openai,openai,standard,All I Need - Heather Nova (2003),4.8,4.0,2
openai,llama,standard,Circus Of Death - Project Pitchfork (1993),5.0,4.0,3
openai,deepseek,standard,Spirits' Masquerade - Leaves' Eyes (2011),5.0,3.8,1
openai,deepseek,standard,Smoke Dreams - k.d. lang (1997),2.0,2.4,4
openai,llama,standard,Sing to Me Mr. C - Perry Como (1962),1.0,2.6,3
openai,llama,standard,Uns geht's gut - And One (1997),4.2,3.6,3
openai,llama,standard,Heavens Rain - Uriah Heep (2008),4.8,3.0,1
openai,llama,standard,Let's Get Together Soon - Dusty Springfield (1970),5.0,4.0,1
openai,llama,standard,Everybody's Got Something To Hide Except Me And My Monkey - The Beatles (1968),5.0,2.0,3
openai,openai,standard,One More Time - Robin Schulz & Felix Jaehn feat. Alida (2021),1.2,2.2,1
openai,llama,standard,Sea Song - Tears For Fears (1985),5.0,3.6,1
openai,deepseek,standard,Into The Blue - Rooney (2010),1.0,2.0,1
openai,deepseek,standard,They Only Come Out At Night - Lordi (2006),4.0,4.0,3
openai,openai,standard,Everybody's Got Something To Hide Except Me And My Monkey - The Beatles (1968),3.6,3.8,2
openai,llama,standard,Where Do We Go From Here - Charles & Eddie (1992),5.0,4.0,3
openai,openai,standard,Worth It All - Jay Sean (2013),5.0,4.2,4
openai,llama,standard,Yesterday When I Was Young - Charles Aznavour (1969),4.8,3.8,1
openai,llama,standard,Into The Blue - Rooney (2010),5.0,2.0,Alle Interpretationen erreichen identische Scores; keine übertrifft die anderen signifikant.
openai,openai,standard,Ale Ale - Capital Bra (2023),1.0,3.2,4
openai,openai,standard,Es geht mir gut - Westernhagen (1994),5.0,3.4,3
openai,llama,standard,Arschgesicht - Udo Lindenland (1996),5.0,3.6,3
openai,deepseek,standard,Time Immemorial - Crowded House (1990),1.0,2.0,3
openai,llama,standard,Assistant's Cry - Yello (1980),5.0,4.8,3
openai,deepseek,standard,"Turn, Turn, Turn - The Simon Sisters (1966)",5.0,3.0,3
openai,llama,standard,They Only Come Out At Night - Lordi (2006),4.6,2.6,1
openai,openai,standard,Planetarium - Covenant (1997),5.0,5.0,3
openai,llama,standard,I Had This Thing - Röyksopp feat. Jamie Irrepressible (2014),5.0,4.0,3
openai,llama,standard,I Cried for You - Ray Charles (1964),1.0,2.0,
openai,deepseek,standard,All I Need - Heather Nova (2003),5.0,3.0,"Alle Interpretationen erreichen identische Scores (Halluzination 5, Tiefe 3). Es gibt keinen klaren Favoriten; sie sind gleichwertig."
openai,deepseek,standard,Jekyll And Hyde - Judas Priest (2001),5.0,4.0,3
openai,llama,standard,You Are The Reason - Air Supply (2001),5.0,4.0,1
openai,llama,standard,You Belong To Me - Rick Astley (2005),1.0,2.0,2
openai,openai,standard,Funny How Time Slips Away - Wanda Jackson (1963),2.8,2.8,5
openai,openai,standard,Breaking My Heart - Richard Marx (2022),5.0,5.0,3
openai,openai,standard,Before You Leave - Kurt Nilsen (2004),5.0,4.0,1
openai,deepseek,standard,Streets of Fear - Hawkwind (1981),5.0,2.4,5
openai,llama,standard,Peggy's Kitchen Wall - Bruce Cockburn (1984),5.0,3.4,5
openai,deepseek,standard,Before You Leave - Kurt Nilsen (2004),5.0,5.0,3
openai,deepseek,standard,Hold Me - Brenda Lee (1961),4.0,2.2,3
openai,openai,standard,Sleepy Time Gal - Bing Crosby (1953),1.6,2.4,1
openai,llama,standard,Got To Give It Up - Marvin Gaye (1977),5.0,1.2,3
openai,deepseek,standard,Coffee - Kelly Rowland (2020),4.4,3.0,5
openai,openai,standard,Fellow Hoodlums - Deacon Blue (1991),4.8,4.0,2
openai,deepseek,standard,Clues - Godley & Creme (1979),3.2,2.6,3
openai,deepseek,standard,Heart of Stone - The Platters (1956),5.0,2.0,1
openai,llama,standard,Best Night - Justice Crew (2012),5.0,1.0,3
openai,llama,standard,'Til My Back Ain't Got No Bone - Tom Jones (2015),5.0,3.2,3
openai,llama,standard,Home - Birdy (2013),5.0,2.0,4
openai,llama,standard,Mama Told Me Not To Come - Wilson Pickett (1971),1.8,2.8,1
openai,openai,standard,Arschgesicht - Udo Lindenberg (1996),4.0,3.6,3
openai,openai,standard,You Know I Miss You - Fats Domino (1952),1.0,2.0,3
openai,openai,standard,Assistant's Cry - Yello (1980),5.0,2.2,1
openai,llama,standard,"My Life - Nat ""King"" Cole (1960)",3.0,3.0,3
deepseek,llama,standard,Sing to Me Mr. C - Perry Como (1962),3.8,4.2,3
deepseek,openai,standard,From Small Things (Big Things One Day Come) - Bruce Springsteen (2003),4.4,3.6,5
deepseek,llama,standard,Assistant's Cry - Yello (1980),4.8,2.6,4
deepseek,deepseek,standard,"Stay (Far Away, So Close) - Gregorian (2012)",4.0,2.8,4
deepseek,llama,standard,Into The Blue - Rooney (2010),5.0,3.0,1
deepseek,llama,standard,'Til My Back Ain't Got No Bone - Tom Jones (2015),4.2,3.8,5
deepseek,openai,standard,Pay The Man - The Offspring (1998),3.6,4.4,3
deepseek,openai,standard,Breaking My Heart - Richard Marx (2022),4.0,3.6,3
deepseek,openai,standard,Jekyll And Hyde - Judas Priest (2001),4.2,3.6,3
deepseek,llama,standard,Blessed Assurance - Burl Ives (1950),5.0,3.8,1
deepseek,openai,standard,Time Immemorial - Crowded House (1990),4.0,3.6,3
deepseek,deepseek,standard,Do You Remember - Jay Sean feat. Sean Paul & Lil Jon (2009),4.6,2.4,1
deepseek,llama,standard,Fellow Hoodlums - Deacon Blue (1991),3.4,3.6,2
deepseek,deepseek,standard,Home - Birdy (2013),4.6,3.2,3
deepseek,openai,standard,Drinks & Clout - Fler feat. Bass Sultan Hengzt (2021),3.6,3.4,2
deepseek,llama,standard,"Stay (Far Away, So Close) - Gregorian (2012)",4.6,3.0,1
deepseek,deepseek,standard,Everybody's Got Something To Hide Except Me And My Monkey - The Beatles (1968),3.6,3.4,1
deepseek,openai,standard,You Belong To Me - Rick Astley (2005),3.6,4.0,5
deepseek,openai,standard,'Til My Back Ain't Got No Bone - Tom Jones (2015),4.2,3.8,1
deepseek,openai,standard,Mama Told Me Not To Come - Wilson Pickett (1971),4.0,3.8,4
deepseek,llama,standard,"Get In, Fit In - Ciara (2007)",4.6,3.4,4
deepseek,openai,standard,On the Sunny Side of the Street / Exactly Like You - Louis Prima (1957),3.2,4.0,1
deepseek,llama,standard,Eye Of The Storm - Pseudo Echo (1989),4.6,3.4,4
deepseek,openai,standard,Sternengold und Silbermond - Peter Alexander (1962),3.4,4.2,1
deepseek,llama,standard,"Reise, Reise - Rammstein (2004)",4.2,3.2,4
deepseek,openai,standard,Ship Of Fools - World Party (1987),3.6,4.2,1
deepseek,llama,standard,Sauerkrautpolka - Gus Backus (1961),5.0,3.2,5
deepseek,deepseek,standard,Heart of Stone - The Platters (1956),5.0,4.0,1
deepseek,llama,standard,Mama Told Me Not To Come - Wilson Pickett (1971),4.4,3.6,3
deepseek,openai,standard,Eye Of The Storm - Pseudo Echo (1989),4.2,3.8,1
deepseek,llama,standard,Breaking My Heart - Richard Marx (2022),4.0,3.4,2
deepseek,deepseek,standard,Sing to Me Mr. C - Perry Como (1962),4.6,4.0,1
deepseek,openai,standard,Before You Leave - Kurt Nilsen (2004),3.8,3.8,3
deepseek,openai,standard,Blessed Assurance - Burl Ives (1950),4.6,3.6,1
deepseek,llama,standard,You Know I Miss You - Fats Domino (1952),5.0,3.2,3
deepseek,deepseek,standard,Sternengold und Silbermond - Peter Alexander (1962),5.0,3.4,3
deepseek,openai,standard,Somewhere My Love - Roger Whittaker (1982),4.0,4.2,3
deepseek,llama,standard,Let's Get Together Soon - Dusty Springfield (1970),3.4,3.2,1
deepseek,llama,standard,Drinks & Clout - Fler feat. Bass Sultan Hengzt (2021),2.8,3.6,4
deepseek,deepseek,standard,Funny How Time Slips Away - Wanda Jackson (1963),3.2,3.6,3
deepseek,openai,standard,Dance Only With Me - Perry Como (1958),3.8,4.0,5
deepseek,openai,standard,They Only Come Out At Night - Lordi (2006),4.2,4.0,5
deepseek,openai,standard,I Know - Vanilla Ninja (2005),4.4,3.8,5
deepseek,deepseek,standard,Argue - Matchbox 20 (1996),4.4,3.8,3
deepseek,deepseek,standard,When You Give It Away - Bruce Cockburn (1999),3.6,3.4,3
deepseek,openai,standard,I Can't Stand The Rain - Seal (2008),4.0,4.2,1
deepseek,deepseek,standard,Dance Dance Dance - Arabesque (1983),3.4,2.8,5
deepseek,openai,standard,You Know I Miss You - Fats Domino (1952),3.8,3.8,3
deepseek,deepseek,standard,All I Need - Heather Nova (2003),5.0,4.6,"[3, 4, 5]"
deepseek,llama,standard,Hold Me - Brenda Lee (1961),4.4,3.6,2
deepseek,llama,standard,It’s Alright - The Osmonds (1973),4.2,3.2,3
deepseek,llama,standard,Uns geht's gut - And One (1997),4.2,3.6,5
deepseek,openai,standard,Skipping Like A Stone - The Chemical Brothers feat. Beck (2023),3.2,4.0,1
deepseek,openai,standard,Breakout - Beverley Knight (2009),3.6,3.4,3
deepseek,llama,standard,Streets of Fear - Hawkwind (1981),3.8,3.4,5
deepseek,llama,standard,Wahre Liebe - Westernhagen (2014),4.2,3.6,"[3, 4, 5]"
deepseek,deepseek,standard,Planetarium - Covenant (1997),4.2,3.6,3
deepseek,deepseek,standard,All That Meat and Potatoes - Louis Armstrong (1955),5.0,3.0,1
deepseek,llama,standard,Sie - Manfred Mann (1964),1.6,3.4,4
deepseek,openai,standard,Fellow Hoodlums - Deacon Blue (1991),3.6,3.6,1
deepseek,deepseek,standard,A Reason - Circ (2004),5.0,4.0,1
deepseek,llama,standard,Heavens Rain - Uriah Heep (2008),3.6,3.4,3
deepseek,deepseek,standard,Streets of Fear - Hawkwind (1981),4.0,3.4,5
deepseek,deepseek,standard,"My Life - Nat ""King"" Cole (1960)",5.0,4.0,3
deepseek,openai,standard,"Turn, Turn, Turn - The Simon Sisters (1966)",4.2,4.0,1
deepseek,deepseek,standard,Somewhere My Love - Roger Whittaker (1982),4.6,3.4,4
deepseek,llama,standard,Heart of Stone - The Platters (1956),5.0,3.2,5
deepseek,deepseek,standard,I Can't Stand The Rain - Seal (2008),4.6,3.6,3
deepseek,llama,standard,"Ich will – ich kann, I can – I will - Udo Jürgens (1986)",4.4,3.4,3
deepseek,deepseek,standard,Sie - Manfred Mann (1964),3.2,3.8,3
deepseek,openai,standard,Streets of Fear - Hawkwind (1981),3.6,4.0,3
deepseek,llama,standard,Ein Haus aus den Knochen von Cary Grant - Foyer Des Arts (1984),4.2,3.2,4
deepseek,openai,standard,A Reason - Circ (2004),4.4,3.6,3
deepseek,deepseek,standard,Clues - Godley & Creme (1979),4.4,3.2,3
deepseek,openai,standard,Leg die Knarre weg - Udo Jürgens (1958),3.6,3.8,1
deepseek,openai,standard,Spirits' Masquerade - Leaves' Eyes (2011),4.0,3.8,4
deepseek,llama,standard,Du fehlst - Die Toten Hosen (2012),4.6,3.6,"[3, 4, 5]"
deepseek,openai,standard,Sea Song - Tears For Fears (1985),4.0,4.4,1
deepseek,deepseek,standard,You Know I Miss You - Fats Domino (1952),4.4,3.0,4
deepseek,deepseek,standard,Eye Of The Storm - Pseudo Echo (1989),4.0,3.0,5
deepseek,openai,standard,Where Do We Go From Here - Charles & Eddie (1992),4.2,3.4,3
